@relation dwt_64_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
42,199.14575,238.574,211.3955,-251.97775,-213.3305,-225.763125,-121.99775,-76.636,-104.3095,70.883566,27.157539,11.864287,247.82775,308.39725,278.7905,84.766,176.709,135.71775,34.870286,0
43,189.64875,204.6625,198.248313,-219.04275,-203.003,-212.445125,-141.28425,-84.2045,-109.1615,64.703099,28.179323,11.762838,270.16675,322.7295,294.928063,124.097,212.4015,166.338875,37.530369,0
44,182.251,207.8125,192.614688,-221.26525,-197.07025,-207.135063,-143.09075,-92.87125,-121.52725,63.839722,26.280984,12.021346,287.01175,318.67625,303.228563,112.67075,185.693,143.4265,35.630668,0
45,178.3695,227.8565,203.106938,-242.5295,-193.48075,-218.157813,-119.1655,-91.773,-104.351938,61.388182,26.730987,11.095351,308.57075,386.98675,355.260875,139.7955,198.68225,168.26825,36.416078,0
46,173.5105,206.49425,191.778563,-218.99375,-189.57575,-205.908375,-131.299,-82.837,-108.642563,62.942049,27.084384,11.224425,326.83225,386.15625,364.540375,92.2605,163.0865,138.055688,35.646864,0
0,242.065,286.20575,269.793688,-301.2695,-257.25125,-285.79725,-85.376,-33.4475,-58.880688,60.905228,25.285448,10.314484,-198.60825,-139.8195,-170.025688,387.232,451.343,418.97575,34.49468,2
1,262.13375,287.35325,275.933813,-307.9845,-279.63875,-293.701563,-69.409,-27.78275,-51.97725,62.63163,26.238099,10.431078,-173.99875,-145.85,-159.667875,408.79025,456.083,429.029813,34.650569,2
2,266.94325,306.71425,285.827688,-322.095,-282.15325,-300.946188,-59.81425,-20.069,-40.9365,64.56486,24.089341,10.908076,-146.85075,-102.05075,-128.552563,437.598,471.93025,455.349375,33.432726,2
3,260.376,296.41175,281.579688,-312.8175,-276.7085,-298.30925,-87.45125,-39.5995,-67.8955,64.357677,24.536065,10.623397,-158.74025,-107.7885,-129.577813,409.3745,473.584,428.239875,36.785315,2
4,268.1395,295.0685,287.463375,-311.963,-285.37625,-304.705875,-101.7335,-59.595,-83.160313,64.288734,25.651797,11.672539,-119.11675,-77.78325,-101.83125,354.734,456.1075,410.205813,34.134423,2
5,261.69475,291.7725,277.569875,-309.42425,-278.97925,-295.275938,-101.172,-53.97925,-75.39675,57.728198,25.925813,10.580766,-100.049,-59.3505,-86.157375,392.13925,468.1635,429.988188,32.458062,2
6,229.93125,278.97975,261.743125,-294.60425,-246.60625,-277.770875,-142.48075,-95.62975,-116.742063,61.008466,23.723186,9.966527,-108.0325,-75.4875,-93.6095,393.9945,410.1055,399.998563,31.958251,2
7,244.26275,272.16725,258.990375,-287.525,-258.8135,-272.96775,-139.38,-105.17575,-122.25975,59.869317,25.224762,9.981176,-72.6565,-50.098,-60.241938,378.31975,430.05175,406.034875,33.635346,2
8,242.212,269.1895,255.816813,-282.69025,-256.03025,-270.446813,-156.5185,-109.76575,-140.563875,65.531474,25.685788,10.908025,-71.924,-9.424,-46.771313,370.731,437.0355,401.24025,32.755798,2
9,247.3635,279.15,262.042313,-296.24075,-262.939,-277.771125,-208.0805,-150.8305,-175.689688,64.979224,25.804736,10.974053,-78.61325,-39.7955,-56.774938,379.7575,425.6075,399.602375,33.415833,2
10,245.9715,273.68175,261.456313,-290.30725,-261.76775,-276.940938,-207.568,-164.47775,-186.535625,63.701836,23.757919,10.859393,-44.7995,11.08425,-17.870875,395.435,454.32175,430.090938,31.167706,2
11,234.448,275.39,262.0175,-292.554,-250.17075,-277.600063,-231.836,-198.73,-217.211688,67.120343,24.285614,10.846388,-33.39775,12.6955,-8.569188,383.3995,436.2565,398.548563,32.325231,2
12,255.27325,288.11025,276.062,-304.00375,-273.53525,-293.512063,-274.72975,-221.67975,-248.522438,56.174684,26.211642,10.934256,-5.88375,47.754,9.381188,342.404,421.9505,381.555125,34.7354,2
13,259.03375,290.06325,274.841625,-308.74,-278.93075,-293.701,-287.15725,-243.555,-260.3635,56.587988,25.788867,10.307997,28.9305,96.94825,60.058563,319.41125,390.2105,364.704125,31.938737,2
14,248.0465,287.8905,262.615875,-303.76,-265.6005,-279.571625,-310.05825,-278.51625,-293.938875,62.181556,23.867358,10.214725,55.27325,121.216,93.133625,299.73275,342.164,319.061875,32.668836,2
15,259.1055,280.5915,268.121375,-295.8255,-274.6095,-283.599875,-349.33825,-275.92675,-315.593375,60.075792,24.428161,10.946584,117.212,171.411,148.248188,250.392,323.34075,289.136125,31.058019,2
16,247.9735,270.7275,259.253,-286.01075,-263.4765,-274.468938,-374.585,-316.13725,-348.24225,65.326414,25.946291,11.110643,173.389,246.411,207.593063,253.98025,323.31575,286.255,33.809091,2
17,248.99875,277.14825,260.497938,-295.1655,-266.74825,-277.984438,-422.48275,-374.2695,-388.970875,64.979224,24.970977,11.372726,235.864,283.39675,257.244625,185.35275,245.70325,227.1185,36.066637,2
18,241.3085,275.85525,258.49,-294.4585,-258.081,-275.653063,-439.1375,-387.62525,-421.918313,62.977758,24.62445,10.824437,300.75725,377.6645,333.27125,189.942,255.02875,220.593375,34.832195,2
19,229.0765,273.7305,252.3315,-289.99,-244.87275,-269.036875,-482.077,-439.16125,-468.396063,56.591523,25.202915,10.144937,311.08725,398.5855,359.955375,163.672,218.87225,181.738188,33.157228,2
20,241.7725,271.5335,257.226813,-288.6725,-257.324,-273.950438,-516.19375,-469.53325,-493.325813,57.381008,26.074739,10.146682,372.902,414.84175,385.223063,148.5845,220.9225,180.328125,34.383267,2
21,242.456,264.30675,255.560313,-279.785,-258.667,-271.984688,-540.10925,-491.0585,-509.807813,61.802193,25.45618,10.808865,380.1025,424.5135,405.4145,131.3715,210.913,180.31025,32.624116,2
22,225.02425,266.77225,241.949375,-285.1075,-239.2825,-258.404688,-546.36475,-510.84,-528.527313,66.400862,24.766211,10.679103,385.98725,447.0695,413.251188,169.01875,207.71375,183.953688,33.15159,2
23,217.33375,267.6515,242.004313,-283.081,-234.253,-257.836875,-543.48125,-500.9015,-519.870688,62.218326,25.580972,11.142588,375.3695,434.69,414.879438,145.99625,209.52175,189.496063,33.531743,2
24,215.82025,256.86025,235.113313,-273.34,-230.68825,-250.878875,-535.23125,-494.35925,-515.022563,60.00296,25.907944,10.84055,379.6855,439.50025,409.67875,145.92225,189.52675,173.492625,34.034928,2
25,205.2735,244.28675,228.277563,-261.45,-221.899,-245.324563,-538.743,-486.03375,-517.949938,58.246153,25.378868,11.185802,364.77075,412.61875,393.267375,123.26725,169.3355,148.840375,34.310002,2
26,218.8715,260.1075,242.15075,-277.8075,-235.57075,-258.36175,-504.92925,-480.44825,-493.337188,55.409948,24.310747,9.964521,393.67325,431.00475,409.569125,114.20875,153.589,134.161563,33.250491,2
27,213.0135,236.91425,229.907375,-253.68625,-231.07925,-245.935,-504.8325,-455.6155,-481.93925,59.143118,25.801248,10.488284,355.1275,407.1565,377.985438,91.18675,184.08175,132.836813,30.437261,2
28,213.8915,261.987,231.780875,-278.24725,-230.02925,-247.912625,-504.21975,-438.01225,-480.260125,57.244183,27.049183,10.409454,317.383,385.37525,354.4255,90.89375,162.47525,127.111625,35.384477,2
29,217.7735,250.0485,233.611875,-266.79675,-232.3975,-249.524,-486.6715,-441.82,-465.057375,66.94392,24.730214,11.132798,328.9065,344.579,336.827813,140.967,155.5425,147.729625,30.792048,2
30,220.31275,231.3235,227.240313,-247.2655,-238.135,-244.415375,-468.94075,-445.36275,-456.939063,69.228229,24.024319,11.010143,322.045,332.4235,325.249563,118.89675,200.48775,150.768938,30.775346,2
31,208.7645,241.6995,222.839438,-255.63975,-225.5865,-238.5865,-460.46825,-405.37075,-434.874063,58.628698,25.616131,11.504654,309.69325,358.863,331.513,163.13475,198.63275,183.215188,32.658798,2
32,203.71075,238.40325,219.769125,-255.8105,-219.48275,-234.985375,-451.099,-389.0635,-417.919813,55.931439,25.522814,10.457973,321.876,368.5285,344.621813,178.736,231.90875,204.449313,35.886738,2
33,213.7945,227.27025,221.112125,-244.678,-230.42,-237.811375,-421.85075,-394.74975,-409.270688,58.726986,24.268331,10.252118,330.20025,368.4095,353.492188,144.40925,192.21225,168.768313,32.087051,2
34,203.95475,233.64275,219.818188,-249.56025,-222.31475,-236.8165,-407.10425,-368.26,-383.15375,62.973516,24.864862,10.267902,331.543,385.081,355.431938,143.70125,201.31875,165.661625,32.136878,2
35,188.76925,228.9065,204.79125,-247.51,-203.61325,-221.691938,-396.1885,-354.29425,-375.011,65.460057,26.420523,10.905785,302.27,364.77025,336.670188,156.51825,215.526,183.306375,35.583597,2
36,186.52325,220.48375,203.076188,-237.378,-202.75925,-219.342188,-378.09875,-336.526,-364.442,67.398236,26.04514,11.211836,259.5465,315.062,294.012125,173.55925,222.87625,187.463188,35.639538,2
37,204.1015,218.74975,209.515438,-234.766,-220.01975,-226.208563,-356.571,-329.665,-343.1225,67.498646,24.67118,11.132325,234.81425,282.861,253.490938,186.35275,226.8805,199.468813,33.719899,2
38,194.849,228.076,204.724,-244.2385,-211.66975,-221.319625,-371.48325,-313.6955,-341.973313,63.90619,24.964268,10.792065,159.668,222.41275,184.539938,149.63375,221.387,186.49275,33.331364,2
39,200.34225,225.0005,212.970375,-241.28375,-215.52775,-229.052625,-354.24675,-293.8215,-324.01,51.857797,25.918709,10.929411,99.072,185.913,135.980313,126.00075,223.462,184.271125,35.367618,2
40,194.775,234.4235,216.6075,-252.56325,-212.3045,-233.727875,-334.27775,-287.206,-310.143688,60.45869,26.592027,10.25665,27.58775,86.7185,61.376875,167.33375,201.441,187.078813,34.471944,2
41,204.8585,224.56025,216.094875,-241.74775,-221.0945,-232.77,-304.761,-275.78125,-290.448,60.837346,24.320567,9.999482,-57.37325,16.773,-13.555813,130.2005,217.99225,169.030563,32.493752,2
42,201.3185,226.7095,210.431,-242.38275,-219.36075,-226.953188,-283.8865,-242.87075,-258.923188,63.460359,24.987705,10.626536,-105.7615,-19.09175,-68.499625,165.72225,272.7795,210.315188,31.428179,2
43,193.53,222.6075,209.039313,-238.4765,-209.30225,-224.9575,-275.48775,-223.97425,-251.305875,64.219791,25.998934,11.356667,-174.48725,-109.497,-131.4575,190.69825,224.65825,205.651625,31.2156,2
44,171.21625,219.50625,197.973563,-235.986,-185.42475,-212.786813,-255.68825,-216.16225,-238.3545,62.907048,24.352984,11.228751,-216.431,-147.1435,-179.73025,177.31825,221.02025,199.310125,36.356533,2
45,181.59175,211.304,199.963438,-228.9065,-197.55875,-216.49175,-238.1105,-197.778,-216.448813,62.11332,23.810002,10.803911,-193.3595,-136.8165,-165.234375,170.0925,248.3155,214.42225,32.477026,2
46,184.74125,194.45825,190.301625,-209.0825,-200.8295,-205.505313,-253.736,-186.89,-218.048313,53.964975,25.015927,10.527642,-200.928,-158.0315,-171.777188,151.85525,232.78825,186.24875,34.346334,2
47,170.5565,199.975,189.599188,-215.91825,-185.57175,-205.725188,-214.62425,-181.32325,-195.862,56.071093,27.340989,10.210326,-169.94625,-117.041,-149.182063,153.369,230.76,181.49975,35.152919,2
48,175.3905,207.46975,192.700063,-224.097,-191.4305,-207.202188,-189.96575,-146.411,-173.5535,63.770779,24.867306,10.567694,-158.44675,-84.52175,-121.289,150.757,243.189,205.432313,33.462121,2
49,190.40525,198.07125,195.397875,-212.915,-205.63975,-209.97325,-201.4405,-153.88175,-174.768438,61.733604,25.00778,10.607545,-136.084,-88.94,-112.524313,149.36525,195.58175,177.673875,34.497665,2
50,184.1555,213.13475,200.946063,-226.0495,-198.6085,-215.307625,-178.882,-131.616,-149.383438,59.454952,24.391317,10.842346,-132.68975,-85.474,-108.428875,140.942,217.7485,178.97925,33.978473,2
51,179.4925,216.235,195.007313,-231.47025,-195.508,-209.924375,-161.91425,-107.95875,-134.454375,66.774215,26.523844,11.517864,-147.852,-102.05075,-123.260625,135.30275,202.002,175.293188,36.708457,2
52,186.40175,206.9335,198.022563,-224.21925,-201.26925,-214.410438,-142.212,-103.882,-130.78,62.838812,24.620933,11.469316,-133.2765,-111.4985,-121.307188,147.16825,197.778,167.31575,33.926784,2
53,202.9545,214.72175,210.186813,-230.078,-218.0415,-225.341688,-124.53625,-90.9175,-102.423125,57.452426,24.871617,10.464651,-145.45925,-90.479,-111.151375,114.9665,203.44325,160.059,33.14829,2
54,193.06625,230.10225,209.619125,-245.435,-209.522,-225.164875,-126.8795,-68.53025,-95.178063,57.693903,25.366792,10.473922,-140.21,-85.6685,-115.9485,110.18025,184.3755,144.690063,34.606654,2
55,200.70775,228.125,216.55875,-243.28575,-216.553,-231.9885,-94.1895,-39.55075,-71.392938,59.524249,26.590254,10.33206,-139.087,-88.47625,-114.123313,116.5045,198.7295,158.508375,34.999069,2
56,206.128,234.7655,220.03175,-248.6085,-222.65625,-234.869313,-57.9835,-19.40925,-39.740063,68.086958,24.908704,11.307458,-114.355,-89.6725,-102.819563,184.64475,217.5055,197.864188,32.216603,2
57,190.77125,221.70425,208.056625,-235.08275,-206.34775,-222.888188,-53.56425,-10.91325,-31.7505,65.946193,24.316758,10.638974,-139.868,-77.46525,-106.475688,169.99525,221.26475,191.61375,36.44614,2
58,199.09675,233.71575,219.201563,-250.0245,-212.866,-233.30075,-44.23825,5.249,-12.292625,62.009729,25.757492,11.47457,-123.63275,-72.31475,-93.70125,174.29175,237.965,204.51075,33.727899,2
59,200.9275,229.273,217.193625,-245.23925,-215.62525,-232.122875,-12.231,30.518,7.46475,60.041851,26.365054,10.823394,-108.3735,-53.83275,-82.555938,185.86325,230.56625,210.205,29.436772,2
60,191.69975,224.951,209.014938,-238.794,-206.71375,-222.088563,0.635,29.02875,13.214313,57.279892,24.837284,10.593026,-101.8075,-55.542,-78.869875,201.29375,287.81825,248.510625,33.000413,2
61,194.1405,216.2355,206.36,-231.0305,-209.424,-220.684938,8.203,43.3105,30.798375,57.728905,24.650949,10.068191,-95.60525,-54.053,-72.698938,241.30775,302.14575,281.4565,34.151507,2
62,197.119,231.54275,207.940375,-245.11775,-210.254,-222.290313,23.291,61.42575,42.431563,63.459652,26.366975,10.785379,-88.86675,-29.2725,-62.573188,237.96325,279.85675,257.763063,34.741808,2
63,199.07175,221.58225,210.498063,-236.03525,-213.4765,-224.963313,50.9525,89.0625,63.06175,68.535264,26.422347,10.929663,-77.73425,-44.1895,-65.411313,232.228,295.33775,256.598438,31.39851,2
64,199.09675,218.359,208.251875,-232.715,-215.552,-222.65025,71.28875,111.45025,87.060375,66.4295,23.837574,11.283749,-72.75375,-23.3635,-52.331375,250.17175,304.2735,278.027313,35.334976,2
65,189.0135,219.702,201.843188,-233.6425,-204.27225,-216.931,65.259,114.7705,89.306813,63.287118,24.570054,10.4783,-68.62775,-15.45375,-38.580125,257.69,322.094,291.295875,33.963388,2
66,188.89175,227.02625,208.490063,-243.38375,-204.95625,-223.956438,79.27225,116.99275,97.601625,60.974171,25.306459,11.291884,-37.817,9.10625,-11.151375,255.90925,316.06075,286.058875,37.430596,2
67,193.6285,219.04275,206.69575,-236.011,-210.64475,-222.454938,90.47825,141.895,116.5345,53.240544,25.474015,10.360514,0.2195,41.82125,20.691,261.281,314.54825,285.66925,34.300025,2
68,180.2245,210.05825,200.311125,-228.3935,-197.1195,-216.754063,100.2685,124.9025,111.975,61.319947,23.771128,10.115043,35.889,74.414,58.209125,261.5725,311.0105,281.481563,35.313858,2
69,182.544,214.917,196.990938,-231.47,-198.9745,-214.703563,106.54275,145.85025,123.223938,61.492127,24.999992,10.441452,87.988,123.438,110.736125,290.55425,336.4005,315.100938,32.603453,2
70,183.61825,213.79425,194.482313,-229.85825,-200.977,-211.511125,102.71,150.75625,125.878813,68.43238,25.924463,11.06049,105.6885,171.387,143.731625,249.39,320.117,285.906688,32.522308,2
71,158.91125,195.239,179.003875,-212.5735,-175.366,-196.00825,100.65925,150.537,121.099938,64.081906,25.796472,11.100413,153.22275,190.088,167.8285,277.8795,316.3325,293.2065,32.06613,2
72,165.77125,210.401,187.262063,-227.34375,-182.666,-203.9,126.489,164.0625,143.46325,62.734867,23.536657,11.146479,194.9955,263.378,226.000125,313.15925,358.66675,337.328063,30.862475,2
73,161.13275,186.401,174.267563,-203.4425,-178.88225,-190.905938,128.56475,171.55825,147.705438,59.62784,24.691301,10.709371,207.7635,270.5575,248.682438,286.64375,346.314,318.584938,34.179056,2
74,154.98075,180.6645,166.540688,-197.90025,-170.581,-183.923313,130.469,190.77175,166.034063,50.546821,26.682164,10.423129,280.90775,319.89625,293.371063,319.55575,374.73225,344.360313,38.107917,2
75,154.6385,189.60025,172.754063,-206.1765,-170.36125,-189.367625,175.92775,207.93475,192.315625,59.593545,24.266711,10.019339,315.917,382.73725,345.66,304.78575,381.3985,351.343438,33.720589,2
76,153.7355,162.2555,158.666875,-181.079,-172.02125,-176.440438,165.40575,201.074,185.186813,63.460005,24.548743,10.194748,332.05625,392.52525,362.6585,303.37,367.9915,334.185125,34.228879,2
77,129.785,154.46825,142.187625,-172.5585,-146.3375,-158.471625,188.0855,226.3675,211.908,63.73613,24.856702,10.607395,370.75,417.726,391.917875,337.40325,404.076,374.475125,31.959263,2
78,131.372,163.208,143.902563,-178.271,-149.26775,-160.284438,197.7045,248.21775,222.601125,63.460005,26.240671,11.090807,408.88475,487.18425,441.180438,318.4335,393.84575,359.424313,36.58175,2
79,114.30675,146.5085,130.883875,-163.2565,-133.54475,-148.290875,225.097,254.27225,237.414375,61.906138,24.754588,11.367566,472.60575,514.65125,485.528313,320.971,364.57575,347.035563,31.754601,2
80,136.69425,144.287,140.570063,-159.69275,-153.14975,-156.836063,238.84275,272.09475,261.230563,58.973059,24.207565,10.724406,517.33275,555.885,535.564813,296.34,334.3525,307.874,33.392053,2
81,116.25925,167.11425,142.66925,-183.69175,-131.24975,-158.691313,237.20775,305.1505,266.009375,55.62208,25.051218,10.658468,535.9375,637.015,573.579813,203.0025,302.0295,250.775688,32.703189,2
82,116.9685,154.22375,143.750188,-171.362,-133.3255,-160.21725,254.66375,293.87325,277.429063,62.598042,26.275047,9.784399,551.465,597.7525,576.876875,166.992,246.654,211.870875,38.556604,2
83,135.3515,151.074,144.47625,-167.9445,-153.73575,-161.169625,281.837,332.20275,301.647438,63.80578,24.749924,10.940689,546.41025,583.6175,567.452563,152.8565,223.755,192.36475,33.271517,2
84,121.533,180.908,143.511813,-197.06975,-138.42775,-159.570125,278.3435,344.82375,316.399688,63.978314,23.704261,10.47079,503.05125,579.18,527.125813,116.6015,188.598,162.951563,31.670787,2
85,111.3525,177.5635,152.349875,-194.48225,-127.6365,-167.87725,314.5735,364.11225,343.414375,64.220145,25.280984,11.474456,476.7785,546.901,505.741813,147.3635,200.75675,178.070313,32.519504,2
86,120.703,167.578,146.209813,-182.54375,-136.35225,-160.66275,330.0305,388.084,357.189313,63.151707,25.504814,11.385179,447.58125,497.43325,468.125063,109.08175,175.513,150.598313,33.934713,2
87,126.12325,178.3935,149.621563,-193.33475,-141.99225,-165.25275,357.568,398.876,370.25725,58.385453,24.504922,11.048075,399.413,460.52225,428.661938,43.75,84.3995,68.274,32.850005,2
88,129.2235,193.13975,165.063688,-209.375,-145.31275,-180.218438,378.46675,406.66325,395.068563,57.45384,24.523219,10.048641,387.4035,468.2835,429.14975,32.6175,72.852,45.245563,31.677629,2
89,116.55225,151.782,139.9655,-168.18825,-130.981,-153.857188,380.98075,446.1445,409.107,58.210444,24.62061,9.946679,369.5335,425.0755,403.481188,10.32725,83.76425,45.996,34.934126,2
90,110.83975,156.83625,132.165688,-170.9475,-128.271,-147.588938,395.192,467.87025,429.035125,59.696076,25.759271,10.310267,377.7835,417.70425,399.018188,25.8545,77.70975,53.692563,34.832924,2
91,98.413,134.96075,125.006,-151.85575,-114.8925,-141.37575,455.51625,495.51,474.5665,65.046753,24.057025,11.036223,394.4075,435.623,414.793563,53.49125,75.58575,68.670563,31.23578,2
92,98.82825,102.7095,100.592063,-119.23875,-116.82125,-117.565813,472.92225,519.8745,496.063063,64.633802,23.796904,11.071502,388.82,434.20325,418.79275,18.408,102.68525,58.844,33.473507,2
93,93.3105,113.1345,104.247813,-128.955,-109.69275,-119.9525,479.2485,529.14775,509.446313,60.042205,24.81845,11.345225,428.298,451.1745,443.464,13.08525,106.421,68.096688,35.747468,2
94,79.27275,123.828,106.774813,-139.6485,-95.19075,-122.387938,498.878,561.695,531.016688,58.10756,25.841547,10.543336,451.98125,519.6275,484.668375,44.89725,88.01275,72.90625,34.042225,2
