@relation dwt

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
92,130.16563,139.729603,3.793495,134.067269,-24.410387,39.844053,25.447029,7.423384,-23.73,26.6115,16.094173,2.087625,-11.877273,11.393612,7.07882,2.132015,-151.330751,-141.52424,3.835478,-144.925777,-40.016587,27.379528,26.311539,-6.128494,-24.218,20.556,15.014383,-2.36825,-13.465434,12.015158,7.406063,-2.201223,-183.371527,-123.12214,24.639881,-155.784816,-22.23568,53.136246,35.500346,14.932681,-35.8395,36.0845,27.99081,2.4415,-16.365279,13.949095,10.567413,2.468687,-142.90628,-104.581446,15.643422,-127.748828,-31.454585,59.213122,43.819073,12.878271,-37.207,31.8845,22.49371,7.165438,-18.160623,27.828187,11.676103,2.9607,94.603109,174.566633,30.821612,135.992014,-33.83612,77.339451,48.497002,22.019305,-48.584,41.406,37.44977,-0.115875,-26.585094,19.196535,13.899275,3.06849,2
93,125.539031,143.044166,7.890597,135.05987,-48.578943,37.426455,34.34738,-2.149428,-25.7325,23.1445,13.794919,-0.787375,-15.467961,11.600794,7.283338,0.832972,-154.195594,-137.244123,7.35324,-145.702623,-37.565048,46.404236,34.224438,2.106206,-22.754,22.6075,14.138567,0.854562,-12.982481,14.846414,7.627704,-0.785551,-170.872354,-136.311096,15.071434,-152.582065,-66.256966,53.964975,49.126576,4.963271,-34.228,34.8145,21.597791,0.628687,-19.265831,14.293456,10.453601,1.273278,-140.661216,-82.829074,22.301651,-115.1808,-89.458907,54.552228,58.851301,-0.673519,-30.2245,33.691,22.065331,-0.0855,-16.503872,16.020211,11.013918,1.458585,109.173398,144.76986,16.703404,127.403495,-77.581281,77.098327,60.007512,11.463085,-40.674,41.064,30.918115,1.245125,-19.818789,15.675143,11.661883,1.553779,2
94,131.201188,140.902693,3.781894,137.131074,-38.980322,28.933749,24.526649,-8.674698,-25.8785,26.8065,16.991911,-2.093438,-11.393612,12.360227,6.65995,-0.634496,-154.161653,-144.080078,3.869992,-148.991199,-28.2772,38.565957,24.364222,8.519311,-24.316,22.168,15.547746,2.398688,-13.879799,11.393612,7.004042,0.565288,-152.987502,-124.089108,12.160644,-139.988581,-65.49718,56.071093,44.163643,-11.756357,-39.6975,34.7655,27.035663,-1.33075,-16.020918,15.467961,10.492363,-1.19121,-115.975412,-101.163292,5.475742,-109.509981,-57.936087,59.178827,43.673327,-12.438362,-43.506,30.7125,25.747856,-5.353,-19.197242,18.299216,11.042703,-1.627053,85.039136,132.996532,19.375339,116.061237,-91.2889,73.783411,61.014896,-16.175863,-49.3165,36.475,33.368091,2.856313,-25.342707,17.608373,13.407319,-1.726357,2
95,110.968742,145.080634,12.701872,131.002668,-43.780163,40.672075,30.268401,-6.344339,-22.9975,23.3885,15.192819,-0.323375,-8.631652,10.081221,5.832289,-1.186879,-155.370452,-121.637923,12.831186,-141.948151,-40.119825,42.744251,29.831503,6.309867,-22.0215,20.4105,14.7476,-0.2015,-11.532204,10.496293,6.434144,1.014256,-151.192511,-128.750356,8.758385,-137.002116,-67.29217,47.750567,42.078704,-15.139863,-39.8435,30.9085,27.609291,-3.259125,-13.81121,14.846414,9.901478,-2.05441,-124.434176,-78.721137,19.160371,-101.465315,-75.509812,46.472825,44.685801,-21.449819,-33.3015,33.008,22.755428,0.176938,-16.91753,18.644284,9.562722,-2.602286,116.665901,165.312727,22.626152,140.618171,-83.761748,48.198166,53.240181,-24.71241,-51.074,39.3065,36.04823,-7.965063,-20.163857,23.132998,15.846965,-1.81669,2
96,121.706866,149.017804,11.767604,137.157502,-43.469036,31.626058,32.219523,-1.22577,-22.119,20.0195,13.497818,1.1475,-8.217288,14.777825,6.647402,-1.804006,-157.200091,-131.201542,11.061444,-146.116987,-30.693738,43.710866,31.661667,1.225681,-18.0175,18.994,12.822905,-0.683687,-13.672617,10.426997,6.940828,1.82986,-138.797637,-112.833383,10.777361,-126.514573,-62.217265,60.836285,51.746927,-0.336671,-37.1585,26.27,22.586239,1.934813,-12.636705,14.086274,9.707518,-2.645684,-102.993285,-59.627486,17.794906,-85.626212,-57.348835,52.204633,50.157143,-1.484571,-41.602,31.4455,27.47252,1.879875,-15.192189,13.949095,9.934873,-2.995128,115.836819,181.403295,25.75045,151.244218,-67.43041,75.267981,58.076267,-0.466072,-49.951,38.3785,31.8691,3.576687,-15.74444,15.398664,11.11606,-2.011144,2
97,119.047791,148.533083,11.944429,135.36154,-20.025618,34.595199,22.714882,9.132196,-30.0295,17.4315,17.890511,-1.501438,-8.838835,12.567409,7.428885,-1.329317,-160.342119,-130.959711,12.035239,-146.911157,-33.767177,21.47554,23.265747,-7.682185,-18.701,27.8805,17.954006,1.611375,-13.948388,9.874746,7.825772,1.018587,-145.909363,-95.742965,18.289844,-118.92714,-40.741371,63.770779,39.060608,15.416254,-39.551,28.8575,26.92716,0.170937,-12.429523,17.056123,11.338713,-1.596868,-122.811013,-55.967855,27.35592,-85.902337,-57.072356,61.768252,43.60015,11.238402,-40.7715,33.8865,27.778226,0.671375,-15.398664,21.130472,11.846884,-1.674429,85.004488,175.671487,36.167054,139.280944,-70.401672,80.965494,54.693986,16.53799,-49.9995,38.477,34.968823,4.96875,-17.332601,22.580748,14.471489,-1.916436,2
98,126.436703,147.256755,8.665083,136.613472,-39.670812,35.666112,28.421241,6.292455,-24.8535,23.9255,15.781173,3.118813,-11.187136,10.772772,6.682459,-2.058697,-155.335803,-139.108056,6.746562,-146.96304,-39.360392,40.258417,29.484953,-6.525447,-27.295,22.6565,15.754219,-3.588937,-10.772065,8.976721,6.499732,1.760828,-147.636118,-92.842413,20.584572,-125.625386,-57.62496,61.733604,43.191137,10.582648,-40.1365,30.4685,24.561198,2.124063,-15.398664,16.918237,10.472218,-2.218327,-105.927424,-67.776185,14.927735,-90.434096,-63.252823,69.260049,48.706526,15.096818,-30.664,50,25.705286,8.099438,-18.299216,15.398664,10.210916,-3.275716,88.007924,155.576927,24.577372,118.953392,-58.729814,86.145051,51.92708,21.8123,-42.6755,38.5255,33.414113,2.85075,-23.684542,24.030317,16.063346,-2.101963,2
99,133.687376,146.427672,5.088802,139.720853,-45.5748,32.006128,29.494673,-8.433044,-23.0955,13.965,13.326365,-1.959313,-11.393612,12.429523,6.51624,-1.981004,-157.89058,-143.2167,5.503289,-149.983977,-33.5257,44.952899,29.338342,7.957868,-15.5275,21.5335,12.435992,2.673312,-12.706002,9.529678,6.378779,2.071602,-143.182759,-99.921259,16.738422,-121.534508,-54.75941,59.489247,47.30942,-5.886841,-38.135,33.0565,25.358501,-0.866625,-15.467961,17.884852,10.738662,-1.890362,-82.691188,-43.088966,15.888875,-68.699313,-78.893318,65.980134,59.759276,-16.805984,-29.0535,28.8085,21.198302,-0.225875,-23.339474,20.92329,11.920174,-3.474192,121.81081,144.702332,8.156136,132.315412,-75.026858,99.574777,71.705792,-2.736326,-50,52.3435,35.536862,1.580875,-21.268358,21.821315,14.722896,-2.248688,2
100,126.955012,152.400957,9.365937,137.968731,-40.741018,23.271238,24.183438,-10.668827,-25.049,24.0235,17.409329,-0.48825,-12.222341,13.327549,7.23797,-0.690401,-163.553091,-137.588837,9.665629,-148.464847,-22.269621,41.984465,23.669912,10.80689,-27.1485,24.8535,17.958571,0.195125,-13.326842,11.255726,6.804668,0.586987,-131.339781,-87.594267,17.492827,-109.777621,-54.828353,24.720807,37.951963,-16.020211,-31.006,36.914,26.742285,-1.879875,-16.227394,15.882325,11.055607,-1.432864,-89.907567,-49.545911,16.18274,-76.209052,-57.107004,21.09547,37.088377,-16.253291,-33.887,45.166,28.476826,1.715063,-18.920056,26.03355,12.373321,-0.988226,100.230618,155.093266,24.350756,129.975507,-75.889528,51.341256,52.285562,-14.86365,-43.3595,51.6115,38.530975,-2.868062,-23.754545,31.070272,16.464192,-2.443187,2
101,131.995269,156.923612,9.315,146.211916,-36.356956,44.712483,33.467566,-1.130929,-20.752,18.4085,12.315849,-2.166812,-11.186429,12.636705,7.015822,0.237367,-166.314697,-142.181142,9.263254,-156.026116,-45.989164,36.805262,33.666579,0.966792,-21.7775,20.6055,12.226065,2.111625,-12.222341,9.944043,6.475747,-0.232903,-120.567363,-80.481833,14.905527,-101.482463,-54.483285,59.454952,46.463176,-7.708259,-28.516,31.641,21.784115,-1.287938,-16.434576,16.089508,10.587108,-0.168247,-113.661405,-58.24686,21.858507,-77.132534,-57.349188,70.641735,50.060132,-4.505773,-31.25,34.5705,23.695121,0.573688,-17.194716,29.001985,12.948028,0.690446,84.65942,164.243581,28.619786,123.139376,-83.313089,83.692452,62.194202,-9.771243,-37.793,42.3825,28.614769,0.488187,-20.094561,20.371039,14.662905,-0.345112,2
102,122.776718,153.436515,13.188838,140.117805,-28.726213,42.882137,25.801776,11.954878,-19.1405,22.168,14.271728,1.653875,-14.224867,12.291637,8.091015,1.903355,-163.898513,-134.48181,12.973237,-150.985506,-43.158616,27.656007,25.380487,-11.842624,-23.2425,21.436,15.689213,-0.98875,-11.393612,13.534731,7.213363,-1.579588,-117.148855,-74.922913,15.338807,-94.732686,-58.833759,66.774215,46.144191,11.62678,-31.3965,37.109,25.700705,-0.152625,-16.711055,16.503872,11.749937,2.766379,-107.758124,-64.634156,15.720798,-82.432476,-59.454952,70.814623,49.458604,15.778823,-31.6895,37.256,25.661866,2.709938,-18.644284,24.16891,12.702595,3.340505,114.180067,138.279681,9.298414,128.646765,-88.319051,64.392679,59.050686,-0.448659,-50.1465,48.4865,36.026462,-3.417875,-20.094561,18.230627,13.204391,3.210972,2
103,123.156788,150.950681,10.24402,135.664181,-31.108456,36.840263,24.260531,5.63679,-15.918,29.736,15.26486,2.862563,-11.73868,14.847121,7.11743,2.170862,-161.480915,-136.967291,9.530449,-145.892392,-36.080477,32.282253,24.345033,-4.419417,-30.1755,16.4555,15.191343,-3.405875,-14.91571,10.3577,6.758003,-2.373757,-114.835909,-65.635066,20.524117,-95.414514,-38.463073,62.734867,38.59553,13.67244,-31.3965,39.3555,27.208473,3.369125,-18.22992,12.843888,11.279677,2.520482,-107.82742,-76.442132,13.022625,-91.884372,-40.77602,54.033565,36.8891,12.299857,-26.8555,52.344,25.276882,7.122688,-16.641758,27.068755,11.725868,3.819481,86.489766,152.366309,25.370715,119.255238,-40.77602,98.228092,57.081103,27.396764,-48.535,43.6035,37.179242,2.026313,-29.554942,21.061175,16.38905,2.684487,2
104,132.271748,151.330397,6.804599,140.981182,-40.775666,39.740462,32.801466,-0.405526,-17.92,27.588,13.516282,-0.628625,-12.568116,9.321789,6.574693,2.447031,-163.069784,-146.427672,6.205915,-152.789247,-37.979059,42.157353,33.383925,2.529233,-27.6855,21.045,13.96666,0.970437,-8.355174,11.11784,5.812543,-2.136479,-115.24992,-79.860286,15.211665,-97.943482,-60.18009,62.838812,51.494939,4.842444,-28.9065,38.9645,21.873163,-0.18925,-17.608373,12.498819,11.157185,3.353366,-99.574777,-69.640118,10.676069,-85.013239,-76.822202,55.415958,56.527092,-2.615323,-29.8825,35.3515,20.567681,-1.849312,-19.196535,19.058649,12.646757,3.370557,97.227536,129.820209,13.534525,114.663287,-73.058626,78.341067,62.678633,7.854807,-40.2345,46.386,32.626229,0.195312,-28.795509,23.892431,16.266093,3.478479,2
105,128.405288,151.364692,8.436836,139.065011,-41.432215,18.920763,24.074318,-11.022646,-23.0465,28.8085,17.098822,-0.836313,-13.258252,10.56559,7.531506,1.048684,-163.725625,-139.867843,9.069226,-150.432902,-17.159714,39.843699,22.629356,11.462731,-29.9805,18.75,16.961733,0.4515,-9.322496,12.706002,6.92181,-1.070383,-103.407296,-69.364347,14.002652,-87.007368,-66.567739,46.1967,40.403227,-14.173425,-33.154,37.305,27.091053,-0.3905,-17.67767,13.465434,11.682076,1.286139,-96.295216,-66.808863,11.566588,-86.541031,-68.500969,47.508383,41.068326,-12.395228,-38.33,55.225,31.168091,0.439375,-20.784697,26.516504,12.902982,1.58825,91.149953,152.090183,21.873714,121.956916,-87.905394,66.291968,55.466897,-19.895952,-47.656,52.15,35.141246,-2.117813,-21.820608,22.304269,16.087119,1.558154,2
106,133.964208,153.056798,7.879523,147.549939,-38.359129,40.741018,29.71406,-5.817986,-32.178,22.9975,16.068987,-2.685688,-12.222341,9.253199,7.005664,0.992645,-163.898159,-144.459087,7.855008,-157.545159,-40.534543,38.428425,29.769455,6.024903,-22.656,27.246,14.572291,2.124125,-10.702768,11.807976,6.90191,-0.99269,-100.300268,-61.871843,14.368246,-76.93419,-69.744417,57.452426,45.49801,-13.042673,-39.1115,36.621,25.105212,-4.302938,-16.020211,14.156278,10.436127,1.376869,-113.869294,-59.869671,21.141165,-83.416768,-59.109884,64.909928,45.343879,-8.631918,-48.877,30.5665,26.91456,-1.123062,-16.29669,28.519031,11.845457,0.845921,72.989683,146.843451,31.897594,112.574847,-78.893318,75.166158,55.922083,-12.497847,-44.1405,42.6765,37.104103,-5.981563,-26.378618,32.386198,15.61273,2.054543,2
107,139.626012,156.993262,7.028436,149.699102,-40.258064,40.534543,31.921317,5.861031,-21.6795,27.979,15.98195,2.240125,-12.706002,11.325022,7.327302,1.575257,-168.317577,-152.677082,6.487879,-161.136112,-39.705814,38.014061,30.774689,-6.646362,-27.2955,18.0665,15.911418,-1.941063,-12.360227,13.327549,7.413235,-1.553823,-86.041107,-56.623343,12.151891,-67.913982,-65.600771,54.06892,51.66859,3.642749,-38.135,32.4705,24.463988,-0.195312,-17.401898,14.846414,10.477561,0.569619,-90.21834,-51.514143,15.224433,-73.775014,-64.185497,55.933561,50.117477,4.85968,-21.7775,38.8675,23.901549,2.447438,-15.191482,29.692828,12.183304,2.5938,89.734679,129.993096,16.806699,113.782762,-81.103734,65.324646,63.380737,-2.209797,-41.162,34.766,28.279584,0.525188,-23.96102,16.986826,12.226459,-0.500587,2
108,134.585048,167.833916,13.655422,149.612658,-16.918237,30.591207,19.64828,6.706908,-24.902,24.561,17.000362,0.799625,-10.495586,11.807976,6.594699,-0.038714,-179.88443,-145.426763,13.60178,-160.85159,-32.558732,17.194362,20.0201,-7.172891,-26.4165,22.7055,16.781731,-1.72725,-13.120366,10.289111,7.190281,-0.245985,-96.018737,-46.714656,21.141264,-69.08778,-31.730356,54.551874,37.254541,14.000272,-37.793,31.25,27.542103,1.684437,-15.330075,16.503872,10.720818,0.172667,-104.685391,-53.516316,19.573623,-78.643179,-32.627675,53.723498,37.840181,13.957404,-42.822,37.256,28.362839,3.839125,-19.610899,17.194716,10.932601,0.487815,60.007203,141.491006,30.168872,104.141184,-55.795321,83.520271,56.384803,21.639677,-50.635,41.0645,35.247254,3.485188,-23.961727,19.749492,14.454337,-0.194145,2
109,133.54949,158.960786,11.960072,146.833552,-41.846579,32.28296,30.82653,3.961919,-22.1675,20.947,12.899884,0.958375,-11.669383,10.358407,6.427656,-0.841545,-169.008067,-145.14993,11.368205,-157.57963,-32.938448,40.361302,30.667697,-3.487274,-19.0425,19.971,13.176308,-0.573625,-12.706002,12.360934,6.963342,0.958218,-86.799832,-40.327714,16.6363,-65.514327,-63.701836,57.693903,47.066358,8.251583,-36.914,27.6855,22.982485,1.07425,-16.29669,15.74444,10.162498,-1.372494,-109.207693,-52.480405,20.558993,-85.332762,-66.429147,61.837549,48.643436,9.615945,-34.18,46.826,27.524276,7.031125,-17.401898,18.161331,11.899988,-2.261504,75.337278,128.024865,19.942452,100.481465,-81.966404,81.517038,58.886722,9.157917,-46.191,38.1835,33.935135,1.886,-16.986826,22.718634,14.129757,-0.936475,2
110,140.765161,161.550565,9.729407,151.615273,-36.563077,35.872941,26.717073,-6.810411,-29.932,20.996,18.072014,-1.129188,-10.3577,8.355174,5.827743,-2.179436,-173.738257,-151.917649,9.566657,-162.577549,-35.562521,36.83991,26.730501,7.673611,-18.8475,28.76,17.368288,1.751938,-9.115314,12.498819,6.532551,2.274542,-77.339804,-40.983555,13.050864,-59.109884,-63.149232,59.524249,46.108786,-8.804187,-38.1345,25.6835,25.34443,-0.769,-13.05107,14.225574,10.084569,-3.167838,-102.509977,-58.073619,16.722887,-84.4609,-49.58056,64.42662,45.007269,-6.44793,-46.973,40.9665,29.024302,0.006,-19.127946,11.877273,9.531492,-2.559285,70.262019,120.256943,18.034096,97.063576,-75.268335,79.860286,62.68691,-6.586081,-46.338,39.5505,32.153167,2.056938,-20.025264,26.171436,15.049615,-3.24973,2
111,149.811532,160.89437,4.823284,154.645049,-45.678745,32.179015,28.347204,-9.494765,-30.274,17.139,17.136667,-1.940937,-10.012632,16.088801,7.500485,-2.485878,-172.253687,-160.721482,4.734901,-165.503734,-31.039513,43.399386,26.948583,9.339024,-19.922,27.344,16.456242,1.269563,-15.950915,9.598267,7.424493,2.158046,-61.526422,-25.998195,14.544627,-41.854976,-60.594455,34.837737,39.36428,-13.888549,-39.2575,31.4455,27.709541,-3.570563,-13.120366,16.089508,10.573566,-3.258481,-100.403506,-57.693903,16.117749,-76.933837,-70.054483,33.940065,39.583564,-17.806805,-48.6815,49.756,34.509955,-3.900062,-23.615952,32.592673,15.628637,-3.871189,103.304412,146.530203,15.874773,127.101118,-74.336722,27.551002,48.784949,-24.3159,-50.437,46.1915,37.149126,-6.426688,-24.373264,17.746966,14.720328,-4.285376,2
112,142.422266,167.316314,9.150006,155.292493,-42.709603,38.911379,33.352916,-0.215844,-26.7585,20.6545,14.529628,1.654,-13.05107,11.393612,6.858678,-1.860133,-176.396272,-152.746025,8.869381,-165.538117,-39.222506,43.02073,33.260873,-0.172534,-22.2655,25.3425,13.808984,-0.988625,-11.877273,10.496293,6.724981,1.726313,-46.507474,-14.604937,13.344764,-28.838466,-60.180444,63.770779,51.624195,-4.704558,-37.4025,29.785,23.058411,-0.274625,-15.743732,16.641758,11.001119,-3.405161,-89.251371,-52.169631,14.378721,-74.681083,-65.35894,65.911544,54.058639,-8.994045,-37.6465,44.5315,27.479059,2.441375,-20.508925,16.780351,11.439425,-2.304638,116.596958,155.058618,16.412081,137.640633,-66.843865,88.146517,64.933703,-5.904518,-48.144,41.455,31.819292,-2.526875,-27.415944,23.478774,15.899735,-3.435478,2
113,136.484337,176.431274,14.136564,155.879392,-19.887732,33.97436,20.802947,9.192565,-25.7815,23.1935,16.671825,3.0335,-10.289111,12.636705,6.876252,-0.703483,-184.303493,-148.810269,12.556171,-166.61725,-35.148157,19.093651,21.106578,-8.709169,-26.416,24.2675,16.932603,-3.484938,-13.534731,9.528971,7.071164,0.599759,-47.129021,-11.980864,14.363001,-27.362469,-52.825826,68.086958,43.33293,14.346048,-35.987,33.3495,26.607287,1.305938,-15.467961,16.780351,11.443811,-0.67321,-94.292336,-55.760319,14.655038,-70.727737,-48.060634,66.981397,40.775571,12.326197,-36.2305,41.846,26.661955,6.530813,-19.887378,22.718634,11.471239,-0.595516,122.362707,156.440658,13.118427,142.181584,-78.85973,105.273704,66.078798,22.477068,-49.072,32.5685,32.569508,-0.255813,-24.859753,24.859753,15.760226,-0.311083,2
114,129.647321,164.002104,12.630942,145.832112,-33.524993,40.430598,26.992562,8.415808,-18.5545,24.8535,13.46662,3.265375,-10.634179,12.498819,6.746023,-0.133732,-172.253687,-142.250085,11.316378,-156.06925,-41.155736,32.524437,26.856234,-8.346865,-26.27,19.4335,14.286501,-3.558375,-12.015158,8.977428,6.290507,-0.081848,-41.535452,4.108644,17.435783,-22.796239,-53.620261,61.94114,41.734434,11.592309,-32.3245,35.4005,25.464504,3.412,-15.813029,16.642465,10.555587,-0.185527,-111.486344,-41.949463,25.460033,-76.838907,-57.590665,53.999624,40.973809,9.201315,-32.8125,41.504,22.854644,6.738313,-17.746259,14.9843,9.838359,0.14668,119.082792,177.846901,23.620888,138.3313,-55.759966,67.810126,46.209187,9.926542,-54.2475,47.9005,40.120755,2.685625,-25.342707,23.201588,15.502892,-0.92357,2
115,136.967291,160.445711,9.402879,148.404389,-32.696618,35.562168,28.61699,-3.547555,-25.1955,19.043,14.113707,-3.204375,-12.981773,10.220521,6.59662,0.53086,-171.459606,-148.879565,9.333009,-159.142248,-34.354429,32.454787,27.568592,3.426728,-23.4375,24.951,14.793855,3.387313,-10.219814,10.772772,5.745615,-0.358105,-36.184068,-7.457855,13.267944,-22.105749,-55.277012,65.946193,52.492294,-2.874212,-30.1755,35.595,22.797865,-1.959375,-16.020211,16.227394,10.683078,1.100523,-95.811555,-49.822037,21.621206,-73.740454,-58.281509,61.768606,53.209918,-1.42429,-32.0315,29.7855,23.845051,-2.581875,-17.746966,14.501346,9.967051,-0.151056,117.839699,148.947801,13.984861,132.651464,-76.166007,86.83448,66.373601,1.08753,-38.33,57.275,32.356499,2.46575,-21.268358,18.78217,13.950949,0.759521,2
116,137.658134,166.211813,12.455594,153.022327,-33.974006,14.294164,22.885278,-9.183903,-20.313,27.344,17.487847,-0.293,-14.294164,12.636705,8.273675,0.940806,-177.398596,-148.291959,13.238461,-163.656506,-13.569026,35.009917,22.244346,8.95975,-30.176,20.8985,17.875437,-0.5615,-10.979247,11.393612,7.125145,-0.975365,-31.833947,9.702212,18.006109,-13.784782,-59.109177,33.421756,37.622324,-16.063433,-30.03,38.2325,27.678702,-1.715063,-16.435283,15.191482,11.84834,1.065919,-90.978126,-43.676572,19.061092,-69.277903,-59.835022,55.277012,44.261739,-13.344696,-34.3265,35.8885,26.757754,-2.9665,-20.785404,24.928342,13.390353,1.15665,122.120877,178.641689,23.690406,145.754772,-89.528557,63.529655,56.347592,-20.577956,-37.1095,45.7525,33.674852,-0.439688,-19.818789,23.894552,15.565156,0.923614,2
117,149.777237,165.244491,6.930377,156.975496,-38.738845,41.569747,31.98085,-4.212323,-25.586,29.688,16.420932,-1.782188,-13.258252,11.11784,7.211614,1.631428,-174.946703,-158.271004,7.701348,-166.280579,-42.053762,36.288013,31.355653,3.280092,-32.031,21.729,16.16022,1.4895,-10.564882,11.946569,6.324502,-1.65737,-28.208257,16.572108,17.060658,-3.599615,-60.905582,62.009729,45.797435,-9.814377,-33.789,37.3045,23.664232,-2.972312,-16.29669,14.432049,11.079494,1.687466,-89.872918,-47.025783,17.620762,-63.235676,-66.912454,57.418131,46.453227,-14.190219,-45.3125,38.086,24.72891,-4.492125,-21.268358,14.156278,11.262566,2.11478,107.20552,174.877406,24.048422,143.467105,-83.58886,72.712851,56.55626,-17.461737,-39.6,48.7295,33.778678,-0.982938,-24.376092,17.470487,14.991609,1.523329,2
118,145.288523,166.867654,7.786799,155.663813,-39.084267,39.533279,28.79512,5.955872,-19.824,31.7865,17.331465,0.390438,-12.291637,12.498819,7.181675,2.33058,-178.675631,-155.784463,8.510778,-166.030263,-40.603486,38.255891,28.618706,-6.413282,-33.789,20.3125,18.5248,-0.592125,-11.325022,11.946569,6.815205,-2.058565,-18.057386,18.22992,13.59017,4.09132,-64.495917,60.041851,48.130079,6.042227,-30.811,35.7415,24.231844,-0.280875,-16.573169,13.465434,10.687877,3.193648,-91.21925,-41.224679,18.977211,-60.965244,-74.99221,57.073063,50.564984,0.146813,-27.7345,35.4495,25.337461,-3.045813,-22.028498,12.774591,11.405679,1.747835,105.202286,162.171758,22.667061,143.708493,-83.382032,70.503496,65.540463,5.118746,-38.574,38.4275,28.009433,-3.85125,-26.170729,22.304269,15.34048,3.853997,2
